Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Gasto medio por hogar;Quintil 1;06 Sanidad;2011;231,76
Gasto medio por hogar;Quintil 1;06 Sanidad;2010;248,24
Gasto medio por hogar;Quintil 1;06 Sanidad;2009;243,72
Gasto medio por hogar;Quintil 1;06 Sanidad;2008;278,93
Gasto medio por hogar;Quintil 1;06 Sanidad;2007;226,2
Gasto medio por hogar;Quintil 1;06 Sanidad;2006;200,64
Gasto medio por hogar;Quintil 1;07 Transporte;2023;989
Gasto medio por hogar;Quintil 1;07 Transporte;2022;1.027,19
Gasto medio por hogar;Quintil 1;07 Transporte;2021;836,57
Gasto medio por hogar;Quintil 1;07 Transporte;2020;669,65
Gasto medio por hogar;Quintil 1;07 Transporte;2019;1.004,92
Gasto medio por hogar;Quintil 1;07 Transporte;2018;1.062,37
Gasto medio por hogar;Quintil 1;07 Transporte;2017;983,51
Gasto medio por hogar;Quintil 1;07 Transporte;2016;956,58
Gasto medio por hogar;Quintil 1;07 Transporte;2015;908,26
Gasto medio por hogar;Quintil 1;07 Transporte;2014;907,38
Gasto medio por hogar;Quintil 1;07 Transporte;2013;995,17
Gasto medio por hogar;Quintil 1;07 Transporte;2012;1.025,48
Gasto medio por hogar;Quintil 1;07 Transporte;2011;1.053,93
Gasto medio por hogar;Quintil 1;07 Transporte;2010;1.019,24
Gasto medio por hogar;Quintil 1;07 Transporte;2009;977,5
Gasto medio por hogar;Quintil 1;07 Transporte;2008;1.010,39
Gasto medio por hogar;Quintil 1;07 Transporte;2007;897,32
Gasto medio por hogar;Quintil 1;07 Transporte;2006;836,6
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2023;662,11
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2022;693,01
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2021;692,41
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2020;703,37
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2019;641,54
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2018;665,65
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2017;634,49
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2016;582,69
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2015;529,47
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2014;520,34
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2013;529,31
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2012;542,75
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2011;566,23
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2010;546,64
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2009;555,92
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2008;557,46
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2007;486,18
Gasto medio por hogar;Quintil 1;08 Comunicaciones;2006;434,6
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2023;438,45
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2022;416,36
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2021;370,7
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2020;305,78
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2019;428,95
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2018;412
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2017;417
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2016;406,01
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2015;425,87
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2014;397,43
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2013;432,19
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2012;490,3
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2011;506,54
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2010;549,07
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2009;570,16
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2008;629,82
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2007;563,34
Gasto medio por hogar;Quintil 1;09 Ocio y cultura;2006;483,73
Gasto medio por hogar;Quintil 1;10 Enseñanza;2023;141,43
Gasto medio por hogar;Quintil 1;10 Enseñanza;2022;133,02
Gasto medio por hogar;Quintil 1;10 Enseñanza;2021;111,6
Gasto medio por hogar;Quintil 1;10 Enseñanza;2020;112,2
Gasto medio por hogar;Quintil 1;10 Enseñanza;2019;97,51
Gasto medio por hogar;Quintil 1;10 Enseñanza;2018;93,88
Gasto medio por hogar;Quintil 1;10 Enseñanza;2017;82,01
Gasto medio por hogar;Quintil 1;10 Enseñanza;2016;78,96
Gasto medio por hogar;Quintil 1;10 Enseñanza;2015;75,76
Gasto medio por hogar;Quintil 1;10 Enseñanza;2014;69,98
Gasto medio por hogar;Quintil 1;10 Enseñanza;2013;75,22
Gasto medio por hogar;Quintil 1;10 Enseñanza;2012;62,75
Gasto medio por hogar;Quintil 1;10 Enseñanza;2011;57,95
Gasto medio por hogar;Quintil 1;10 Enseñanza;2010;65,29
Gasto medio por hogar;Quintil 1;10 Enseñanza;2009;62,1
Gasto medio por hogar;Quintil 1;10 Enseñanza;2008;57,19
Gasto medio por hogar;Quintil 1;10 Enseñanza;2007;50,3
Gasto medio por hogar;Quintil 1;10 Enseñanza;2006;33,41
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2023;792,18
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2022;758,06
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2021;562,88
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2020;431,16
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2019;799,5
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2018;766,31
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2017;811,08
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2016;743,59
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2015;683,3
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2014;614,59
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2013;619,79
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2012;715,93
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2011;786,44
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2010;822,91
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2009;885,47
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2008;992,68
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2007;954,73
Gasto medio por hogar;Quintil 1;11 Restaurantes y hoteles;2006;877,49
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2023;1.103,1
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2022;1.110,83
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2021;1.078,5
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2020;973,68
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2019;993,93
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2018;979,69
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2017;974,97
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2016;923,3
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2015;839,92
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2014;812,34
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2013;831,32
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2012;869,47
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2011;896,02
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2010;879,9
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2009;929,5
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2008;925,22
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2007;831,41
Gasto medio por hogar;Quintil 1;12 Otros bienes y servicios;2006;751,58
Gasto medio por hogar;Quintil 2;Índice general;2023;23.142,99
Gasto medio por hogar;Quintil 2;Índice general;2022;22.322,55
Gasto medio por hogar;Quintil 2;Índice general;2021;20.709,06
Gasto medio por hogar;Quintil 2;Índice general;2020;19.161,27
Gasto medio por hogar;Quintil 2;Índice general;2019;20.926,84
Gasto medio por hogar;Quintil 2;Índice general;2018;20.609,07
Gasto medio por hogar;Quintil 2;Índice general;2017;20.316,08
Gasto medio por hogar;Quintil 2;Índice general;2016;19.734,9
Gasto medio por hogar;Quintil 2;Índice general;2015;19.031,41
Gasto medio por hogar;Quintil 2;Índice general;2014;18.873,76
Gasto medio por hogar;Quintil 2;Índice general;2013;19.203,59
Gasto medio por hogar;Quintil 2;Índice general;2012;19.839,6
Gasto medio por hogar;Quintil 2;Índice general;2011;20.350
Gasto medio por hogar;Quintil 2;Índice general;2010;20.483,66
Gasto medio por hogar;Quintil 2;Índice general;2009;21.231,93
Gasto medio por hogar;Quintil 2;Índice general;2008;21.960,25
Gasto medio por hogar;Quintil 2;Índice general;2007;21.587,45
Gasto medio por hogar;Quintil 2;Índice general;2006;19.959,86
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2023;4.671,8
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2022;4.345,77
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2021;4.191,64
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2020;4.110,2
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2019;3.779,93
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2018;3.768,19
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2017;3.655,57
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2016;3.692,06
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2015;3.607,75
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2014;3.550,01
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2013;3.675,03
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2012;3.663,78
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2011;3.744,08
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2010;3.743,2
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2009;3.932,61
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2008;4.152,2
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2007;4.030,13
Gasto medio por hogar;Quintil 2;01 Alimentos y bebidas no alcohólicas;2006;3.818,81
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2023;392,5
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2022;350,72
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2021;389,63
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2020;397,52
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2019;433,09
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2018;433,12
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2017;487,9
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2016;478,11
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2015;453,76
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2014;443,33
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2013;467,76
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2012;517,86
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2011;533,39
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2010;571,34
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2009;570,9
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2008;554,23
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2007;549,37
Gasto medio por hogar;Quintil 2;02 Bebidas alcohólicas y tabaco;2006;506,01
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2023;920,53
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2022;874,99
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2021;766,13
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2020;588,65
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2019;911,36
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2018;936,17
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2017;927,15
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2016;892,52
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2015;814,14
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2014;808,69
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2013;795,19
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2012;865,86
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2011;898,58
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2010;966,09
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2009;1.072,99
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2008;1.178,32
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2007;1.236,96
Gasto medio por hogar;Quintil 2;03 Vestido y calzado;2006;1.160,76
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;8.378,87
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;8.442,62
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;7.958,34
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;7.610,91
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;7.478,77
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;7.316,97
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;7.071,16
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;6.991,7
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;6.962,46
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;6.988,88
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;7.068,79
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;7.171,09
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;7.293,49
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;7.190,88
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;7.182,1
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;6.980,55
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;6.733,11
Gasto medio por hogar;Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;6.235,73
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;804,71
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;742,71
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;744,36
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;695,78
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;731,39
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;775,47
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;742,51
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;702,02
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;645,69
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;645,46
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;620,82
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;661,47
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;728,53
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;774,95
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;802,38
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;945,39
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;956,18
Gasto medio por hogar;Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;888,87
Gasto medio por hogar;Quintil 2;06 Sanidad;2023;751,07
Gasto medio por hogar;Quintil 2;06 Sanidad;2022;729,03
Gasto medio por hogar;Quintil 2;06 Sanidad;2021;716,92
Gasto medio por hogar;Quintil 2;06 Sanidad;2020;588,04
Gasto medio por hogar;Quintil 2;06 Sanidad;2019;615,98
Gasto medio por hogar;Quintil 2;06 Sanidad;2018;591,26
Gasto medio por hogar;Quintil 2;06 Sanidad;2017;600,41
Gasto medio por hogar;Quintil 2;06 Sanidad;2016;583,08
Gasto medio por hogar;Quintil 2;06 Sanidad;2015;511,54
Gasto medio por hogar;Quintil 2;06 Sanidad;2014;473,76
Gasto medio por hogar;Quintil 2;06 Sanidad;2013;491,16
Gasto medio por hogar;Quintil 2;06 Sanidad;2012;485,18
Gasto medio por hogar;Quintil 2;06 Sanidad;2011;450,25
Gasto medio por hogar;Quintil 2;06 Sanidad;2010;477,57
Gasto medio por hogar;Quintil 2;06 Sanidad;2009;489,25
Gasto medio por hogar;Quintil 2;06 Sanidad;2008;524,76
Gasto medio por hogar;Quintil 2;06 Sanidad;2007;511,85
Gasto medio por hogar;Quintil 2;06 Sanidad;2006;475,25
Gasto medio por hogar;Quintil 2;07 Transporte;2023;1.860,85
Gasto medio por hogar;Quintil 2;07 Transporte;2022;1.785,28
Gasto medio por hogar;Quintil 2;07 Transporte;2021;1.487,93
Gasto medio por hogar;Quintil 2;07 Transporte;2020;1.242,68
Gasto medio por hogar;Quintil 2;07 Transporte;2019;1.871,98
Gasto medio por hogar;Quintil 2;07 Transporte;2018;1.783,63
Gasto medio por hogar;Quintil 2;07 Transporte;2017;1.817,02
Gasto medio por hogar;Quintil 2;07 Transporte;2016;1.660,74
Gasto medio por hogar;Quintil 2;07 Transporte;2015;1.614,94
Gasto medio por hogar;Quintil 2;07 Transporte;2014;1.667,01
